C0,C1,C2,C3,C1_p2,C2_p2,C3_p2,rms_mag,rms_phase,saturation,% of clay (b)
3.764195578476089,0.16384449822308703,-3.8289449651401464,0.18620089400612658,8.568343322826704e-09,-12.415590311591085,0.8393208400268767,0.0003877957872339133,0.5437821828132796,100.0,2.0
3.850974909336184,0.15832311805294194,-3.458461450383552,0.2121846046039649,3.5976376228247773e-09,-12.360818387421597,0.8258031746687855,0.00040973429105889484,0.4516598469419805,84.9648529028899,2.0
4.063321392191714,0.057947445715905224,-0.5670146447391693,0.5877783961754692,0.07754944748304099,-5.021169269676922,0.33039180438665,6.354468065718707e-05,0.10621246943688148,75.2538401457954,2.0
4.310857078193873,0.09847801379030906,-1.1252301677641876,0.4848710969797702,0.0646006403467516,-7.915768520802108,0.30243100831808634,0.00025687948188101193,0.06277840711258627,66.8445717261132,2.0
4.667982730776199,0.11598454360696549,-1.603266993438832,0.4667703370337154,0.07213748253336545,-10.036683460908481,0.32021288863185304,0.00030363639126833856,0.02451976938776293,57.9146055714658,2.0
4.93433323561667,0.09599611881616102,-1.810642107280345,0.5343760400608426,0.10329894613079861,-9.695536857654481,0.27132436140926375,0.00018809334444805178,0.017447152034830982,48.6331684457175,2.0
5.107625322726565,0.08812928291598257,-2.30579284676914,0.5497328964967314,0.08798689874402511,-9.272296077942855,0.35411194070235197,0.0003595773772662827,0.029953114466969726,31.1377245508983,2.0
5.3226578652871215,0.0578435061063539,-2.779386002220757,0.6302798739261003,0.08035976032959298,-8.052330592037789,0.4273772608073552,0.0002558629472627118,0.06863739740414855,19.2788336370736,2.0
5.937845675919649,0.008638055382796475,-5.598568411195975,0.5547051063586362,2.870161406524639e-10,-12.37022091058782,0.9880435329738101,0.00032387358519315193,0.2611179123605812,8.60453007029437,2.0
3.4559992361015732,0.10971273545591875,-0.014080836257344359,0.4579301756466264,0.9999990386943618,-24.72462508896441,0.22332992543366587,5.232919306321803e-05,0.057304361356855855,100.0,4.0
3.425400974978554,0.062223606695381524,0.005774230193180677,0.604677508798941,0.0788549733212337,-4.6305507387293,0.277368406225759,0.0002700414059783925,0.06604478871511578,96.7295265725966,4.0
3.6279799582828987,0.08836095240713909,-0.7034383596256165,0.5344197721998353,0.06466655926483017,-6.0141097659507485,0.2994786032504509,0.0002781167761549149,0.06640313666575862,81.3398391138074,4.0
3.9219701844768227,0.10913547457020663,-0.870672485958859,0.5168058172828832,0.06651957921685035,-7.242520231364862,0.28693568655377044,0.0002900677778292498,0.07226622727431287,66.3193986548859,4.0
4.151638334384744,0.11214629623832,-1.1653893401394566,0.5203651244408137,0.0719192958792107,-8.233895524889231,0.30048804520269184,0.0002659663293672046,0.07015651837661699,53.9364367664514,4.0
4.267209922328077,0.11036529127269121,-1.3974033649736368,0.4907823032117121,0.07516967805149279,-9.574713593800348,0.30328010515477666,0.00037707653147579665,0.05368694327747519,44.3228273770275,4.0
4.409655812538174,0.10702137943738865,-1.6492169227448163,0.46361159082482134,0.08045925722090357,-10.5616698817813,0.3174823813845651,0.00043932209887465664,0.06977757394640187,34.9465910589477,4.0
4.494005361615497,0.07928046359893372,-2.3039729768300052,0.51012798058436,0.08103221686574458,-10.145626899740751,0.360331439185043,0.0005009454283996841,0.04368770261266039,26.190162204932,4.0
4.568917487829115,0.06411500358804847,-2.530039345526369,0.4944536527812539,0.08029527945169297,-9.923657104589134,0.3645476491450162,0.0004897521960655123,0.04512393526968968,19.5173414216009,4.0
3.0966027537112386,0.06983484926010268,0.24175263803387215,0.5802832693334196,0.11515161347574784,-4.587827942749732,0.2490618961058543,9.57702459614096e-05,0.056863140839594865,100.0,6.0
3.2697482139905807,0.06216706634463929,0.009634710041147222,0.6242250638966595,0.21716638628548457,-2.0599006786675,0.21536704254467656,0.0006225593928716998,0.05186965085354459,91.933962264151,6.0
3.301054411436755,0.0672177614944978,0.4320075470711435,0.6180177871864799,0.1479650255838756,-3.6129752632538827,0.24469193344611712,0.0002470178482896795,0.07320082738721657,85.6367924528301,6.0
3.413252261927549,0.10647892234987548,0.006569421787267113,0.5202508422324491,0.1453665984742289,-10.86788812695605,0.19978434935063547,0.00020236851098984066,0.07093420733559634,73.7264150943396,6.0
3.770495027494705,0.11464018229405464,-0.42764219145760474,0.45337179815502215,0.13180055409297142,-7.966446127407678,0.23817143757911716,0.00021702423566979668,0.06227872253523388,64.9999999999999,6.0
3.8988802494415222,0.12157298781417025,-0.9078531645300485,0.4363561328633664,0.13463698006385663,-9.661953327108522,0.24442207719913367,0.0002285200651688531,0.04060666041235414,57.0518867924527,6.0
4.0345684928561445,0.15118961129652425,-1.9012918322356125,0.3553121200714065,0.4308476615592341,-18.92968743588359,0.2521044842927236,0.00020626473699813657,0.02459762339910435,49.5047169811321,6.0
4.176835540184771,0.1588401992697476,-3.573344341953286,0.34489727986587526,0.023041418002107895,-9.211392160548362,0.8534904633605412,0.0002728190520614636,0.023584598419876056,40.9669811320755,6.0
4.288332145256442,0.13819899121519627,-4.914358309346647,0.3466055456358378,0.01745142217263828,-9.080341426696771,0.999999861719656,0.0002960109638781806,0.05958821144662653,32.4528301886792,6.0
2.9744423467403753,0.0962797864936501,0.29738147112228513,0.5615338868093553,0.11000469218960014,-6.361790683653028,0.21867085519272544,0.0001933467515118323,0.053103977445198444,100.0,8.0
3.0986750681821382,0.09295117685616762,0.4732804746806416,0.5753587996780116,0.1182997315757229,-5.049159816093315,0.2182458046146056,0.00010270268478287333,0.0564249318085516,91.6773816481588,8.0
3.096735487484478,0.1585340246966846,0.14066002634589314,0.43537298102088295,0.1972224438514592,-17.698725539411146,0.16574410861427596,0.0002633502963546234,0.12862300194627593,84.208065458796,8.0
3.336314040111788,0.11257719253602322,-0.07727496018036847,0.49189718801692356,0.9999981306457252,-24.98683379968901,0.1917398053987579,0.0006764373814021041,0.0861217537396185,71.1513734658094,8.0
