             f;      Abs(Zm);     Std(Abs);      Phi(Zm);     Std(Phi);       Re(Zm);       Im(Zm);     Time [s]
9.0000000e+002;     4.852919;     3.960020;     2.664597;     0.968432;   3732009499
8.0000000e+002;     4.852888;     3.960074;     2.664647;     0.967608;   3732009500
7.0000000e+002;     4.852841;     3.960116;     2.664712;     0.966666;   3732009501
6.0000000e+002;     4.852860;     3.960226;     2.664830;     0.965598;   3732009501
5.0000000e+002;     4.852925;     3.960390;     2.665012;     0.964336;   3732009502
4.0000000e+002;     4.853042;     3.960636;     2.665319;     0.962804;   3732009503
3.0000000e+002;     4.853238;     3.960985;     2.665776;     0.960814;   3732009504
2.0000000e+002;     4.853533;     3.961493;     2.666497;     0.957958;   3732009505
1.0000000e+002;     4.854134;     3.962316;     2.667802;     0.952898;   3732009506
9.0000000e+001;     4.852813;     3.961189;     2.667197;     0.951790;   3732009507
8.0000000e+001;     4.851603;     3.960137;     2.666645;     0.950596;   3732009507
7.0000000e+001;     4.850506;     3.959160;     2.666158;     0.949286;   3732009508
6.0000000e+001;     4.849366;     3.958101;     2.665635;     0.947786;   3732009509
5.0000000e+001;     4.854804;     3.962635;     2.668785;     0.947440;   3732009510
4.0000000e+001;     4.852374;     3.960249;     2.667464;     0.945006;   3732009511
3.0000000e+001;     4.850181;     3.957803;     2.666182;     0.941971;   3732009512
2.0000000e+001;     4.848341;     3.954896;     2.664803;     0.937672;   3732009513
1.0000000e+001;     4.846964;     3.949317;     2.662535;     0.929555;   3732009514
9.0000000e+000;     4.846791;     3.948035;     2.661937;     0.928152;   3732009515
8.0000000e+000;     4.846595;     3.946559;     2.661348;     0.926500;   3732009517
7.0000000e+000;     4.846371;     3.944633;     2.660534;     0.924535;   3732009518
6.0000000e+000;     4.846048;     3.942044;     2.659441;     0.922121;   3732009519
5.0000000e+000;     4.845745;     3.938670;     2.658149;     0.919047;   3732009521
4.0000000e+000;     4.845403;     3.934084;     2.656656;     0.914927;   3732009522
3.0000000e+000;     4.845162;     3.926277;     2.653665;     0.909042;   3732009524
2.0000000e+000;     4.845470;     3.914994;     2.651566;     0.899274;   3732009527
1.0000000e+000;     4.848209;     3.889769;     2.648718;     0.878579;   3732009530
9.0000000e-001;     4.849393;     3.883823;     2.646400;     0.875237;   3732009535
8.0000000e-001;     4.849985;     3.876716;     2.644130;     0.871003;   3732009539
7.0000000e-001;     4.850688;     3.870285;     2.643625;     0.865996;   3732009544
6.0000000e-001;     4.851490;     3.863681;     2.644198;     0.860041;   3732009550
5.0000000e-001;     4.852652;     3.850978;     2.640222;     0.852724;   3732009557
4.0000000e-001;     4.854181;     3.841800;     2.642870;     0.843163;   3732009566
3.0000000e-001;     4.856280;     3.822373;     2.639288;     0.830265;   3732009577
2.0000000e-001;     4.859264;     3.794019;     2.635449;     0.810709;   3732009593
1.0000000e-001;     4.864739;     3.748936;     2.637944;     0.773877;   3732009623
9.0000000e-002;     4.865255;     3.745049;     2.639473;     0.769129;   3732009658
8.0000000e-002;     4.866133;     3.737333;     2.640781;     0.762003;   3732009696
7.0000000e-002;     4.867191;     3.727478;     2.642379;     0.753139;   3732009740
6.0000000e-002;     4.868492;     3.714744;     2.643884;     0.742321;   3732009791
5.0000000e-002;     4.870053;     3.698184;     2.645103;     0.728759;   3732009852
4.0000000e-002;     4.872128;     3.677277;     2.647154;     0.710838;   3732009928
3.0000000e-002;     4.874840;     3.647865;     2.647416;     0.686795;   3732010029
2.0000000e-002;     4.878209;     3.596421;     2.635798;     0.653812;   3732010180
1.0000000e-002;     4.882807;     3.504267;     2.597447;     0.609103;   3732010480
1.0000000e-002;     4.882390;     3.507390;     2.591991;     0.611891;   3732010781
2.0000000e-002;     4.876946;     3.612797;     2.630083;     0.659591;   3732010932
3.0000000e-002;     4.873281;     3.671156;     2.644539;     0.691121;   3732011033
4.0000000e-002;     4.870591;     3.704715;     2.647415;     0.712955;   3732011109
5.0000000e-002;     4.868485;     3.727768;     2.647501;     0.729195;   3732011170
6.0000000e-002;     4.866793;     3.744422;     2.646546;     0.741698;   3732011221
7.0000000e-002;     4.865338;     3.756884;     2.644935;     0.751763;   3732011265
8.0000000e-002;     4.864178;     3.766859;     2.643428;     0.760046;   3732011303
9.0000000e-002;     4.863155;     3.774985;     2.641989;     0.766948;   3732011337
1.0000000e-001;     4.862192;     3.781209;     2.640055;     0.772942;   3732011368
2.0000000e-001;     4.856079;     3.820442;     2.627110;     0.812144;   3732011384
3.0000000e-001;     4.853386;     3.838837;     2.622049;     0.830272;   3732011395
4.0000000e-001;     4.851565;     3.859169;     2.628420;     0.841572;   3732011404
5.0000000e-001;     4.849936;     3.876095;     2.634295;     0.850569;   3732011411
6.0000000e-001;     4.848923;     3.881740;     2.631424;     0.857446;   3732011416
7.0000000e-001;     4.848161;     3.892053;     2.635361;     0.862925;   3732011422
8.0000000e-001;     4.847571;     3.896736;     2.634960;     0.867308;   3732011426
9.0000000e-001;     4.847180;     3.900677;     2.634950;     0.870861;   3732011431
1.0000000e+000;     4.846115;     3.904947;     2.636219;     0.873732;   3732011434
2.0000000e+000;     4.844054;     3.927409;     2.642935;     0.890303;   3732011437
3.0000000e+000;     4.844178;     3.935609;     2.645306;     0.897827;   3732011439
4.0000000e+000;     4.844689;     3.939566;     2.646233;     0.902431;   3732011440
5.0000000e+000;     4.845175;     3.942889;     2.647683;     0.905673;   3732011442
6.0000000e+000;     4.845632;     3.945076;     2.648609;     0.908126;   3732011443
7.0000000e+000;     4.845991;     3.946619;     2.649237;     0.910062;   3732011444
8.0000000e+000;     4.846304;     3.947855;     2.649804;     0.911666;   3732011446
9.0000000e+000;     4.846568;     3.948856;     2.650291;     0.913019;   3732011447
1.0000000e+001;     4.846790;     3.949615;     2.650637;     0.914187;   3732011448
2.0000000e+001;     4.848347;     3.953607;     2.652637;     0.921181;   3732011449
3.0000000e+001;     4.850168;     3.955988;     2.653983;     0.925009;   3732011450
4.0000000e+001;     4.852426;     3.958231;     2.655288;     0.927785;   3732011451
5.0000000e+001;     4.854861;     3.960462;     2.656587;     0.930011;   3732011452
6.0000000e+001;     4.849449;     3.955856;     2.653500;     0.930244;   3732011453
7.0000000e+001;     4.850552;     3.956826;     2.654043;     0.931615;   3732011453
8.0000000e+001;     4.851707;     3.957802;     2.654584;     0.932825;   3732011454
9.0000000e+001;     4.852920;     3.958820;     2.655165;     0.933926;   3732011455
1.0000000e+002;     4.854154;     3.959871;     2.655764;     0.934936;   3732011456
2.0000000e+002;     4.853631;     3.959074;     2.654804;     0.939605;   3732011457
3.0000000e+002;     4.853344;     3.958582;     2.654298;     0.942238;   3732011458
4.0000000e+002;     4.853177;     3.958259;     2.653977;     0.944079;   3732011459
5.0000000e+002;     4.853088;     3.958042;     2.653776;     0.945498;   3732011460
6.0000000e+002;     4.853021;     3.957865;     2.653647;     0.946654;   3732011460
7.0000000e+002;     4.853018;     3.957770;     2.653582;     0.947638;   3732011461
8.0000000e+002;     4.853094;     3.957731;     2.653566;     0.948506;   3732011462
9.0000000e+002;     4.853109;     3.957666;     2.653543;     0.949266;   3732011463
1.0000000e+003;     4.853166;     3.957652;     2.653543;     0.949952;   3732011464
2.0000000e+003;     4.855483;     3.959056;     2.654844;     0.955020;   3732011465
3.0000000e+003;     4.857020;     3.960003;     2.655838;     0.958146;   3732011466
4.0000000e+003;     4.855437;     3.958472;     2.655110;     0.959897;   3732011466
5.0000000e+003;     4.853281;     3.956542;     2.654076;     0.961130;   3732011467
6.0000000e+003;     4.851260;     3.954751;     2.653105;     0.962101;   3732011468
7.0000000e+003;     4.848864;     3.952666;     2.651934;     0.962817;   3732011469
8.0000000e+003;     4.847225;     3.951229;     2.651152;     0.963533;   3732011470
9.0000000e+003;     4.846624;     3.950669;     2.650970;     0.964362;   3732011471
1.0000000e+004;     4.845620;     3.949786;     2.650528;     0.965010;   3732011472
2.0000000e+004;     4.842938;     3.947613;     2.650303;     0.970482;   3732011472
3.0000000e+004;     4.837791;     3.944300;     2.648925;     0.973393;   3732011473
4.0000000e+004;     4.829738;     3.939313;     2.646248;     0.974878;   3732011474
4.5000000e+004;     4.824810;     3.936338;     2.644541;     0.975264;   3732011475
